reference,answer type,answer,query
000000,,elisp,defadvice -- defadvice is a macro defined in @placeholder .
000000,,gameobject,unity-components -- components are scripts added to a @placeholder in unity3d .
000000,,s,parsoid -- parsoid is a web service for translating back and forth between mediawiki @placeholder wikitext syntax and an equivalent html rdfa document model with enhanced support for automated processing and rich editing .
000000,,javascript,jsontemplate -- json template is a minimal but powerful templating language currently implemented in both python and @placeholder .
000000,,iot,pubnub -- pubnub offers a publish-subscribe api for realtime data-stream messaging for @placeholder mobile and web .
000000,,html,color-codes -- an html color code is a hexadecimal number that represents a color in @placeholder .
000000,,postgres-plus,postgres-plus -- postgres-plus is the name of enterprisedb s postgres-plus and @placeholder advanced server products .
000000,,aws-lambda,kappa -- kappa is a command-line tool that makes it easier to deploy update and test functions for @placeholder .
000000,,postgresql,dbmail -- dbmail is an open-source project that enables storage of mail messages in a relational database.currently mysql @placeholder oracle and sqlite can be used as storage backends.commercial development and support is also available .
000000,,asp.net,fubumvc -- fubumvc is an open-source front controller-style mvc framework designed primarily for web-applications built on @placeholder .
000000,,cpu,openacc -- the openacc application program interface describes a collection of compiler-directives to specify loops and regions of code in standard c c++ and fortran to be offloaded from a host @placeholder to an attached accelerator providing portability across operating systems host cpus and accelerators .
000000,,node.js,yeoman-generator -- yeoman-generator is a scaffolding system built on top of @placeholder .
000000,,metadata,package.json -- all npm packages contain a file usually in the project root called package.json - this file holds various @placeholder relevant to the project .
000000,,sql,sqlj -- sqlj is an outdated iso standard for embedding @placeholder instructions in java programs .
000000,,login,social-authentication -- a form of single sign-on using existing @placeholder information from a social-networking service such as facebook twitter or google + to sign into a third party website .
000000,,server-side,smartgwt -- smart gwt is a gwt-based framework that allows you to not only utilize its comprehensive widget library for your application ui but also tie these widgets in with your @placeholder for data management .
000000,,server,dynamic-resizing -- dynamic-resizing usually refers to on-the-fly resizing by a web @placeholder .
000000,,rxjs,rxjs -- the reactive extensions for javascript @placeholder is a set of libraries for composing asynchronous and event-based programs .
000000,,.net,navigationservice -- navigationservice class is a @placeholder framework class which contains methods properties and events to support navigation .
000000,,searchable,corespotlight -- ios framework that provides a database-like api that lets you add retrieve update and delete items that represent @placeholder app content .
000000,,open-source,redis2 .8 -- version 2.8 of the @placeholder advanced key-value store redis .
000000,,modeling,mesh -- a polygon mesh or unstructured grid is a collection of vertices edges and faces that defines the shape of a polyhedral object in 3d computer graphics and solid @placeholder .
000000,,compile-time,rust-compiler-plugin -- rust compiler plugins are user-provided libraries that extend the compiler s behavior with new syntax extensions @placeholder and lint checks etc .
000000,,edi,smooks -- smooks is an extensible framework for building applications for processing xml and non xml data csv @placeholder java etc using java .
000000,,programming-languages,language-lawyer -- for questions about the intricacies of formal or authoritative specifications of @placeholder and environments .
000000,,cpu,nice -- nice is a unix kernel call and the name of a utility employed to lower or raise a process @placeholder priority .
000000,,wordpress,shopp -- shopp is an open-source @placeholder e-commerce plugin .
000000,,content-management-system,zotonic -- zotonic is both a @placeholder and a web framework written in erlang otp anddepends on several open-source products like jquery postgresql db e.t.c .
000000,,3d,mesh -- a polygon mesh or unstructured grid is a collection of vertices edges and faces that defines the shape of a polyhedral object in @placeholder computer graphics and solid modeling .
000000,,scheduler,azkaban -- azkaban is a batch workflow job @placeholder created at linkedin to run their hadoop jobs .
000000,,google-api,google-api-oauth -- for use with the oauth protocol and the @placeholder .
000000,,nstableview,nstablerowview -- the nstablerowview class is the view shown for a row in an @placeholder .
000000,,sapui5,sapui5 -- note : this tag sapui5 covers both the dec 2013 open sourced version of the toolkit commonly known as openui5 and also the original licensed version sapui5 .the sap ui development toolkit for html5 @placeholder is a user-interface technology that is used to build and adapt client applications .
000000,,user-interface,mui -- multilingual user-interface mui is a internationalization localization technology in windows.mui can also refer to the modern @placeholder which is included in nsis .
000000,,jquery,filedrop.js -- this tag is for questions that relate to the drag-and-drop library @placeholder filedrop .
000000,,access-control,rbac -- rbac is short for role based access-control an authorization and @placeholder model in which access to restricted resources is granted or denied based on whether the requester s identity is associated with one or more role classifications required by the restricted resource .
000000,,key-value,redis2 .8 -- version 2.8 of the open-source advanced @placeholder store redis .
000000,,godaddy,pygodaddy -- pygodaddy is a 3rd-party client library written in python for site admins and devs to interface with @placeholder s services .
000000,,cross-platform,jammer -- jammer installjammer is a multiplatform gui installer designed to be completely @placeholder and function on windows and most all versions of unix .
000000,,string.h,cstring -- refers to 0-terminated strings as popularized by c as well as the header-files @placeholder and cstring .
000000,,widget,expandable-table -- expandable-table is a ui @placeholder that his goal is to show extra secondary data in tables .
000000,,64bit,32bit-64bit -- issues related to the use of a @placeholder vs a 32bit architecture .
000000,,mongodb,eve -- eve is a python rest api framework powered by flask and @placeholder .
000000,,clr,command-line-parser -- the command-line-parser library offers to .net @placeholder applications a clean and concise api for manipulating command-line-arguments and related tasks .
000000,,oauth-2.0,oauth2client -- the oauth2client library makes it easy to connect to resources protected by tag : @placeholder .
000000,,redis,sails-redis -- sails waterline adapter for @placeholder .
000000,,deployment,artifactory -- artifactory is a binary-repository manager for use by maven gradle ivy etc.repository managers serve two purposes : they act as highly configurable proxies between your organization and external repositories and they also provide an organization with a @placeholder destination for your internally generated artifacts .
000000,,ipv4,ip2long -- converts a string containing an @placeholder internet protocol dotted address into a proper address - http : php.net manual fr function.ip2long.php .
000000,,open-source,icepdf -- questions related to icepdf an @placeholder java pdf engine for viewing printing and manipulating pdf documents .
000000,,api,supertest -- supertest is a module that provides high-level abstraction for testing http in node.js using low-level @placeholder provided by super-agent .
000000,,admin,gentelella -- gentellela admin is a free to use bootstrap @placeholder template based on bootstrap 3 .
000000,,web-applications,html5-apps -- html5-apps are basically built using javascript css3 html5 it also has video and audio support 2d 3d graphics using svg and canvas local-storage local sql database and @placeholder .
000000,,ms-dos,irvine16 -- a 16-bit masm library and macros targeting the @placeholder operating-system .
000000,,interface,reagent -- reagent provides a minimalistic @placeholder between clojurescript and react .
000000,,installer,jammer -- jammer installjammer is a multiplatform gui @placeholder designed to be completely cross-platform and function on windows and most all versions of unix .
000000,,hierarchical,pytables -- a python library for working with extremely large @placeholder datasets .
000000,,workflow,rundeck -- rundeck is an open-source @placeholder automation tool with a web-console cli tools and a web-api .
000000,,arrays,judy-array -- a judy-array is a data structure that has high performance low memory usage and implements an associative array.unlike normal @placeholder judy arrays may be sparse that is they may have large ranges of unassigned indices .
000000,,web,google-play -- google-play is an integrated destination for apps books movies games and music accessible to users on android devices and to anyone on the @placeholder .
000000,,dom4,mutation-observers -- mutation-observers are part of the @placeholder specification and allow callbacks to be triggered when elements of the dom change .
000000,,memory-leaks,eclipse-mat -- the eclipse-memory-analyzer is a fast and feature-rich java heap analyzer that helps you find @placeholder and reduce memory consumption .
000000,,c++11,random-js -- a random number generator library for javascript inspired primarily by @placeholder s random .
000000,,synth,synthesizer -- a sound synthesizer often abbreviated as synthesizer or @placeholder is an electronic instrument capable of producing a wide range of sounds .
000000,,.net,fakeo -- fake object data population for @placeholder .
000000,,default,magicmock -- magicmock is a subclass of mock with @placeholder implementations of most of the magic methods .
000000,,webos,lungojs -- lungojs is a framework powered by html5 css3 and javascript for creating mobile web apps.the applications created with it works on all popular platforms ios android blackberry and @placeholder .
000000,,php,dokuwiki -- dokuwiki is an open-source wiki software written in @placeholder .
000000,,usability,simplify -- this tag refers to the process of making something simpler or smaller in order to increase its efficiency @placeholder or operation speed .
000000,,python,facepy -- facepy makes it really easy to interact with facebook s graph api using @placeholder .
000000,,database,data-access -- data-access typically refers to software and activities related to storing retrieving or acting on data housed in a @placeholder or other repository .
000000,,qt-creator,qt-necessitas -- necessitas is the codename for the port of qt on the android operating-system and of the user-friendly @placeholder integration with android .
000000,,xquery-3.0,restxq -- restxq is an api which provides @placeholder annotations and functions in order to facilitate the use of xquery as server-side processing language for web application development .
000000,,api,maptiler -- maptiler is an application creating map tiles for rapid raster map publishing with leaflet openlayers and google-maps @placeholder .
000000,,server,http-status-code-503 -- 503 is one of the status codes a web @placeholder can return to a client application when processing a request .
000000,,url,pushstate -- the html5-history api allows a web page to manipulate the contents of the history stack in order to dynamically update the @placeholder and respond to the back button .
000000,,facebook,facebook-ads-api -- the facebook-ads-api aka marketing api is used by application developers to create manage and measure ad campaigns that run on @placeholder .
000000,,call-graph,static-analysis -- static-analysis refers to the software tools or their use to analyze application code for arbitrary properties such as errors uninitialized variables possible sql injection-attack is this code-dead can an argument be null . . .or structure what is the @placeholder for this code .
000000,,uikit,beautify-ios -- beautify-ios is a framework that enhances apple s @placeholder controls re-rendering them to give you much more control over their visual appearance .
000000,,api-design,api -- do not use : tag with the library you mean @placeholder or something else appropriate instead .
000000,,web-applications,tizen-web-app -- tizen sdk can be used to create interactive @placeholder for mobile wearable television .
000000,,implementation,openmpi -- open mpi is an open-source @placeholder of the message-passing interface a library for distributed memory parallel programming .
000000,,parsing,swagger-php -- the php swagger annotation and @placeholder library .
000000,,read-write,jexcelapi -- java excel api jexcelapi - a java-api to @placeholder and modify excel spreadsheets .
000000,,gdb,xcode-tools -- the command-line tools package is a small self-contained package for os x that contains development tools typically installed in usr bin like clang @placeholder and make .
000000,,video,ffserver -- ffserver is a streaming server for both audio and @placeholder .
000000,,node.js,dnode -- dnode is an asynchronous object-oriented rpc system for @placeholder that lets you call remote functions .
000000,,gnu,bash4 -- is a unix shell written by brian fox for the @placeholder project as a free software replacement for the bourne shell sh .
000000,,read-write,xssf -- xssf provides java apis to @placeholder microsoft excel-2007 ooxml format .xlsx files .
000000,,http,gpx -- gpx the gps exchange format is a light-weight xml data format for the interchange of gps data.source : @placeholder : www.topografix.com gpx.asp .
000000,,grid,bwu-datagrid -- bwu-datagrid is an advanced polymer.dart @placeholder spreadsheet component inspired by the javascript slickgrid component .
000000,,cloudera,sas-dis -- sas di studio or sas data-integration studio is a sas tool for performing etl and other tasks integrating multiple different types of data from hadoop teradata @placeholder and other sources alongside sas data along with allowing programming tasks .
000000,,open-source,spring-data -- spring-data is an umbrella @placeholder project which contains many subprojects that are specific to a given database .
000000,,jpa-2.0,jpa-2 .0 -- this tag is for questions about the version 2.0 of the java persistence api.the focus of @placeholder was to address features that were present in some of the popular orm vendors but could not gain consensus approval for jpa-1 .0 .
000000,,data-access,oracle-manageddataaccess -- the oracle.manageddataaccess is a @placeholder namespace in odp.net which is used in contrast with oracle.dataaccess .
000000,,cas,ginac -- not a computer algebra system @placeholder .
000000,,dart,angular-dart -- a client-side web framework for @placeholder .
000000,,bitmap,x11 -- x11 is an extensible windowing system for @placeholder displays .
000000,,.net,generics -- generics are a form of parametric-polymorphism found in a range of languages including @placeholder languages java and in swift .
000000,,client-side,onclientclick -- the onclientclick property is used to sets a @placeholder script to be run when the button control is clicked .
000000,,worklight,jsonstore -- jsonstore is an api in the ibm @placeholder product .
000000,,jmf,fmj -- fmj is an open-source project with the goal of providing an alternative to java media framework jmf while remaining api-compatible with @placeholder .
000000,,name-collision,name-collision -- within the context of computers and computer programming @placeholder is the technical term for an instance in which two items have the same name within some logical enclosure .
000000,,apache,analytics-for-apache-hdp -- ibm bluemix analytics for @placeholder hadoop service .
000000,,relational-database,sti -- single-table-inheritance - a mechanism to add the principle of object-oriented inheritance onto @placeholder models by having child classes map onto the same table as their ancestors .
000000,,python,reportlab -- a library for generating pdf in @placeholder .
000000,,c++,pass-by-pointer -- pass-by-pointer is a concept commonly used in c or @placeholder that refers to passing the address pointer of a variable to a function .
000000,,web-applications,jasper-reports -- jasperreports an open-source java reporting tool can be used in all java applications from desktop to @placeholder .
000000,,visual-c++,visual-c + + -2005 -- the november 2005 release of microsoft @placeholder a c and c++ compiler for windows also known as the vc8 compiler .
000000,,open-source,rietveld -- rietveld is a web-based collaborative code-review tool for subversion and released as @placeholder written by guido van rossum to run on google s cloud service .
000000,,pdf,dita-ot -- questions about the dita open toolkit an open-source reference implementation of transformations from dita xml to various end-user deliverables including html and @placeholder .
000000,,subset,verilator -- verilator is a translation tool which converts a @placeholder of verilog as well as portions of systemverilog into c++ or systemc .
000000,,deprecated,dbexpress -- dbexpress is embarcadero s data driver architecture replacing the @placeholder borland s bde .
000000,,content-management-system,filenet-p8 -- filenet-p8 is an enterprise @placeholder produced by ibm .
000000,,jvm,avian -- avian is a lightweight java virtual-machine @placeholder and class-library designed to provide a useful subset of java s features suitable for building self-contained applications .
000000,,protocols,web-reference -- web-reference is a technique used in software development to provide access to a resource that is available using internet @placeholder .
000000,,csv,csvjdbc -- a jdbc driver to access @placeholder files .
000000,,visual-studio,activereports -- activereports is a reporting framework for @placeholder programmers designed and marketed by grapecity .
000000,,subset,wql -- the wmi query language wql is a @placeholder of the american national standards institute structured query language ansi-sql with minor semantic changes .
000000,,java-me,mmapi -- mobile media api is a @placeholder specification jsr 135 that supports multimedia applications on j2me-enabled devices .
000000,,dsl,scalafx -- scalafx is a ui @placeholder written within the scala language that sits on top of javafx 2.0 not to be confused with ingo maier s great work on functional reactive-programming for swing .
000000,,clone,prettyphoto -- prettyphoto is a jquery-based lightbox @placeholder that can be used to display media elements such as images videos and flash .
000000,,openssl,mod-ssl -- the apache httpd interface to @placeholder .
000000,,web-applications,lightadmin -- pluggable crud administration ui library for java @placeholder powered by spring-boot .
000000,,website,firebug -- firebug is a firefox extension which allows the debugging editing and monitoring of any @placeholder s css html dom javascript network traffic and cookies.you should just use this tag in case the question is directly related to firebug itself and not a website you are debugging with firebug .
000000,,haxe,using -- using is a keyword in some programming-languages c++ c vb.net @placeholder .
000000,,malware,yara -- yara is a tool aimed at but not limited to helping malware researchers to identify and classify @placeholder samples .
000000,,user,objecthandles -- an actionscript-3 library to enable @placeholder movement resizing of components .
000000,,sql,nosql -- nosql sometimes expanded to not only @placeholder is a broad class of database management systems that differ from the classic model of the relational-database management system rdbms in some significant ways .
000000,,asynchronous,task -- a task is an abstraction that is used to work with concurrency it can denote operation that should be executed concurrently with the rest of a program.a task is a concurrent thread of execution in ada and represents an @placeholder operation in .net also it corresponds to threads in java .
000000,,c++,memory-pool -- memory pools also called fixed-size blocks allocation is the use of pools for memory-management that allows dynamic-memory-allocation comparable to malloc or @placeholder s operator new .
000000,,operating-system,windows-phone-store -- the app sharing facility for the microsoft windows-phone @placeholder .
000000,,malware,antivirus -- antivirus or anti-virus software is software used to prevent detect and remove @placeholder .
000000,,build-automation,nmake -- nmake is a variant from microsoft of make @placeholder software .
000000,,linux,runit -- either runit an r-package for unit-testing or runit an ubuntu @placeholder command-line tools for booting running and shutting down .
000000,,base-class,duocode -- duocode is a fully-featured c compiler powered by microsoft roslyn and integrated in visual studio.it cross-compiles your c 6.0 code into high-quality readable javascript code enabling rapid development of web-applications utilizing the extensive features of the c language the visual-studio ide and the .net framework @placeholder libraries .
000000,,visual-studio,service-reference -- a service-reference is a @placeholder construct which generates code from service metadata possibly from a service wsdl .
000000,,nsnotificationcenter,nsnotifications -- nsnotification objects encapsulate information so that it can be broadcast to other objects by an @placeholder object .
000000,,cryptography,java-security -- java-security technology is set of libraries tools and implementations of commonly used security algorithms mechanisms and protocols including @placeholder public-key infrastructure secure communication authentication and access-control .
000000,,value-type,boxing -- boxing is when a @placeholder is wrapped in a reference-type wrapper for the purposes of using it when polymorphism conversion to object or an interface is required .
000000,,apache,httpbuilder -- httpbuilder is a wrapper for @placeholder s httpclient with some actually a lot of groovy syntactical sugar thrown on top .
000000,,recursion,left-recursion -- a special kind of @placeholder defined through a particular grammar property : grammar is left-recursive if we can find some non-terminal a which will eventually derive a sentential form with itself as the left-symbol .
000000,,json-api,normalizr -- normalizr is a tool that normalizes deeply nested @placeholder responses according to a schema for flux and redux apps .
000000,,user,environment-modules -- the tcl environment-modules is an experimental version of the environment-modules package which provides for the dynamic modification of a @placeholder s environment via modulefiles .
000000,,chi-squared,chi-squared -- anything related to chi-squared probability distribution or @placeholder statistical test typically of distribution independence or goodness-of-fit .
000000,,connectivity,sharepoint2010-bcs -- sharepoint2010-bcs refers to business @placeholder services in sharepoint server 2010 .
000000,,api,message-channel -- the messagechannel interface of the channel messaging @placeholder allows us to create a new message-channel and send data through it via its two messageport properties .
000000,,ecore,xcore -- xcore is an extended concrete syntax for @placeholder that in combination with xbase transforms it into a fully fledged programming language with high quality tools reminiscent of the java development tools .
000000,,perl,dbix-class -- dbix : : class is a @placeholder object-relational mapping orm module .
000000,,metrics,devel-cover -- devel : : cover - code-coverage @placeholder for perl .
000000,,internationalization,mui -- multilingual user-interface mui is a @placeholder localization technology in windows.mui can also refer to the modern user-interface which is included in nsis .
000000,,pharo,opal-compiler -- the opal-compiler is a flexible smalltalk-to-bytecode compiler for @placeholder programming language and environment .
000000,,continuous-integration,continuum -- apache continuum is an enterprise-ready @placeholder server with features such as automated builds release management role-based security and integration with popular build tools and source control management systems .
000000,,http-proxy,little-proxy -- littleproxy is a high performance @placeholder written in java .
000000,,api,kafka-consumer-api -- use for questions related to the apache-kafka consumer @placeholder .
000000,,https,classmate -- tag for java classmate library @placeholder : github.com cowtowncoder java-classmate .
000000,,dynamic-typing,clay -- clay is a c library that implements a @placeholder system similar to javascript using c dynamic types .
000000,,eclipse,swt -- swt : the standard widget toolkit is a user-interface library for java maintained by the @placeholder foundation .
000000,,msxml,serverxmlhttp -- object-model component on windows systems that provides methods and properties that enable you to establish an http connection between files or objects on different web servers.it s part of @placeholder services .
000000,,javascript,bwu-datagrid -- bwu-datagrid is an advanced polymer.dart grid spreadsheet component inspired by the @placeholder slickgrid component .
000000,,copyright,copy-protection -- copy-protection also known as content protection copy obstruction copy prevention and copy restriction is any effort designed to prevent the reproduction of software films music and other media usually for @placeholder reasons .
000000,,windows-live,hotmail -- windows-live hotmail is a free web-based email service operated by microsoft as part of @placeholder .
000000,,httpclient,httpbuilder -- httpbuilder is a wrapper for apache s @placeholder with some actually a lot of groovy syntactical sugar thrown on top .
000000,,android,alertdialogpro -- this project can make it easy to theme and custom @placeholder s dialog .
000000,,micro-orm,sqlfu -- sqlfu is a versatile @placeholder like dapper.net peta poco massive etc for .net 4 .
000000,,web-api,adal.js -- adal.js is a new library meant to help you to take advantage of azure ad to secure your spa apps and consume @placeholder from javascript .
000000,,tm,dcevm -- the dynamic code evolution virtual-machine dce vm is a modification of the java hotspot @placeholder vm that allows unlimited redefinition of loaded classes at runtime .
000000,,command-line,swfmill -- swfmill is a free software @placeholder tool that generates tag : swf files .
000000,,business-intelligence,netezza -- netezza is a line of high-performance data-warehouse appliances and advanced in-database analytics applications for uses including enterprise data warehousing @placeholder and predictive analytics .
000000,,fedex,fedex -- describes how to use web-services to designand deploy applications enabled by @placeholder .
000000,,sdk,agile-central -- technical questions about coding to ca agile-central s various apis including the app @placeholder rest toolkits ruby .net java node.js etc .
000000,,event-driven,vba -- visual basic for applications vba is an @placeholder object-oriented programming language for writing macros used for the entire office suite as well as other applications .
000000,,java,pd4ml -- an html to pdf converter for @placeholder and .net .
000000,,data-acquisition,scada -- scada supervisory control and @placeholder generally refers to industrial control systems such as computer systems that monitor and control industrial infrastructure or facility-based processes .
000000,,frame-rate,fps -- frames per second or fps is a measure of @placeholder the rate at which an imaging device produces unique consecutive images called frames .
000000,,client-side,amazon-javascript-sdk -- amazon-javascript-sdk let s you use amazon-web-services directly from the @placeholder browser without having to write a server layer that was traditionally used to consume aws .
000000,,http,haproxy -- haproxy is a tcp @placeholder load balancer which provides cookie-based persistence advanced traffic regulation with surge protection automatic failover run-time regex-based header control web-based reporting advanced logging to help trouble-shooting buggy applications and or networks and a few other features .
000000,,rcp,tycho -- tycho is a maven-extension for building eclipse artifacts : eclipse plug-ins osgi bundles features p2 repositories and @placeholder applications eclipse distributions .
000000,,c64,c64 -- the commodore 64 commonly called @placeholder c 64 after the graphic logo on the case or occasionally cbm 64 for commodore business machines or vic-64 was an 8-bit home computer introduced in january 1982 by commodore international .
000000,,xslt,xsltc -- xsltc is short for the compiled working mode of at least the xalan @placeholder processor .
000000,,api,superfeedr -- superfeedr is a feed @placeholder service which helps services publish and consume rss feeds .
000000,,text-editor,vimperator -- vimperator is a firefox browser-extension with strong inspiration from the vim @placeholder with a mind towards faster and more efficient browsing .
000000,,xml,collada -- collada is a royalty-free @placeholder schema that enables digital asset exchange within the interactive 3d industry .
000000,,html,formalchemy -- formalchemy is a python library that allows for easy @placeholder forms manipulation when using sqlalchemy models .
000000,,zend-soap,zend-soap -- questions about the soap functionality packaged with zend-framework : zend-soap server @placeholder client etc .
000000,,cryptography,mscapi -- the cryptographic application programming interface ms-capi is an application programming interface included with microsoft windows operating systems that provides services to enable developers to secure windows-based applications using @placeholder .
000000,,compiler-directives,openacc -- the openacc application program interface describes a collection of @placeholder to specify loops and regions of code in standard c c++ and fortran to be offloaded from a host cpu to an attached accelerator providing portability across operating systems host cpus and accelerators .
000000,,drupal-modules,hook-form-alter -- hook-form-alter is the hook implemented by @placeholder to alter the forms implemented by other modules .
000000,,implementation,jahia -- jahia is a wcm with a user-interface built using google web toolkit and stores its content using the jcr api default @placeholder apache jackrabbit .
000000,,wireless,wispr -- wispr is a draft protocol that allows users to roam between @placeholder internet service providers .
000000,,sdk,android-sdk-1 .6 -- for issues relating to developing with the android @placeholder version 1.6 .
000000,,maya,pymel -- pymel makes python scripting with @placeholder work the way it should .
000000,,installer,docker-toolbox -- the docker-toolbox is an @placeholder to quickly and easily install and setup a docker environment on your computer .
000000,,authentication,ember-simple-auth -- ember-simple-auth is a lightweight library for implementing @placeholder authorization with ember.js applications .
000000,,python-module,tarfile -- either a tar archive file or a @placeholder used to handle tar archive files .
000000,,implementation,magicalrecord -- magicalrecord is inspired by the ruby-on-rails activerecord @placeholder providing an easier way to interact with core-data .
000000,,html5,html5-apps -- html5-apps are basically built using javascript css3 @placeholder it also has video and audio support 2d 3d graphics using svg and canvas local-storage local sql database and web-applications .
000000,,command-line,mysqlimport -- the mysqlimport client provides a @placeholder interface for the mysql database to the load-data-infile sql statement .
000000,,http,yii-booster -- yiibooster is a collection of widgets that will ease the task of developing yii applications as well as giving an application a little boost.information from : @placeholder : yiibooster.clevertech.biz .
000000,,constraints,metamodel -- metamodel is a collection of concepts frames rules terms @placeholder models and theories that are applicable and useful for modeling a predefined class of problems .
000000,,utc,leap-second -- a leap-second is a one-second adjustment that is occasionally applied to coordinated universal time @placeholder in order to keep its time of day close to the mean solar time .
000000,,search-form,twitter-search -- twitter-search refers to the @placeholder of twitter capable of finding various twitter content - users tweets retweets and others .
000000,,user,dhtmlx -- dhtmlx is a javascript library that provides essential functionality for building cross-browser ajax-based @placeholder interfaces .
000000,,interface,fluent-interface -- refers to a practice of coding object-oriented apis with the aim of improving readability of the @placeholder normally implemented using method-chaining .
000000,,javascript,html5-apps -- html5-apps are basically built using @placeholder css3 html5 it also has video and audio support 2d 3d graphics using svg and canvas local-storage local sql database and web-applications .
000000,,xmpp,jsjac -- jsjac is a jabber xmpp client library written in javascript to ease implementation of web based jabber @placeholder clients .
000000,,abstract-data-type,associative-array -- an associative-array is an @placeholder composed of a collection of unique keys mapped to a collection of values .
000000,,implementation,simple-react -- the simple-react unrelated to react-js is a java reactive-streams @placeholder that also implements and enhances the jdk 8 stream interface to provide asynchronous streams .
000000,,linux,ubuntu-15 .04 -- ubuntu-15 .04 is the latest release of the ubuntu @placeholder distribution .
000000,,facebook-sdk-3.1,facebook-sdk-3 .1 -- here it is a full guide about this new @placeholder https : developers.facebook.com docs ios there is also example code of sample .
000000,,html,center -- the center tag in @placeholder causes its contents to be centered within the parent element .
000000,,hadoop,analytics-for-apache-hdp -- ibm bluemix analytics for apache @placeholder service .
000000,,subset,avian -- avian is a lightweight java virtual-machine jvm and class-library designed to provide a useful @placeholder of java s features suitable for building self-contained applications .
000000,,ansi,sbcl -- steel bank common-lisp : an open-source compiler and runtime implementation of @placeholder common-lisp .
000000,,subclass,avurlasset -- ios 6 : avurlasset is a concrete @placeholder of avasset that you use to initialize an asset from an url .
000000,,configuration-files,jsenv-brunch -- brunch plugin that adds support for .jsenv .coffeeenv @placeholder .
000000,,interface,terminal -- a terminal or command-line interface is a text-only @placeholder for interacting with an operating-system or a piece of software .
000000,,implementation,angular-material -- the angular-material project is an @placeholder of material design in angular.js .
000000,,osgi,amdatu -- amdatu is an open-source community effort focussed on bringing @placeholder to the cloud .
000000,,user,uialertview -- uialertview a class part of apple s uikit framework is used to display an alert to the @placeholder .
000000,,gpc,gpc -- the general polygon clipper @placeholder is a software library providing for computing the results of clipping operations on sets of polygons .
000000,,python-module,graph-tool -- graph-tool is an efficient @placeholder for manipulation and statistical analysis of graphs a.k.a .
000000,,s,sql-server-2008 -- use this tag for questions specific to the 2008 version of microsoft @placeholder sql-server .
000000,,visualization,basil.js -- basil.js is a bundle that ports the spirit of the processing @placeholder language to adobe-indesign .
000000,,algorithm,rdiff-backup -- incremental backup tool using rsync @placeholder and reverse-chronological increments .
